T1,T2,T1 PTS,T2 PTS,T1 FGA,T1 FGM,T2 FGA,T2 FGM,T1 PCT,T2 PCT,RESULT,DIFF
Ohio Wesleyan2022,Albion2022,73,67,49,22,57,26,0.4489795918,0.4561403509,1,6
Ohio Wesleyan2022,Capital2022,67,65,53,22,55,24,0.4150943396,0.4363636364,1,2
Ohio Wesleyan2022,Heidelberg2022,70,72,59,25,75,27,0.4237288136,0.36,0,-2
Ohio Wesleyan2022,Kenyon2022,75,61,52,24,57,21,0.4615384615,0.3684210526,1,14
Ohio Wesleyan2022,Wooster2022,52,73,57,19,54,29,0.3333333333,0.537037037,0,-21
Ohio Wesleyan2022,Wittenberg2022,52,42,55,21,48,15,0.3818181818,0.3125,1,10
Wabash2022,Mt. St. Joseph2022,81,78,59,31,57,31,0.5254237288,0.5438596491,1,3
Wabash2022,WashU2022,70,67,54,25,59,27,0.462962963,0.4576271186,1,3
Wabash2022,Hanover2022,79,69,64,32,54,24,0.5,0.4444444444,1,10
Wabash2022,Marietta2022,81,89,59,25,71,33,0.4237288136,0.4647887324,0,-8
Wabash2022,Maryville (TN)2022,84,74,56,31,61,30,0.5535714286,0.4918032787,1,10
Wabash2022,Anderson (IN)2022,87,85,58,28,54,32,0.4827586207,0.5925925926,1,2
Wabash2022,Earlham2022,57,65,58,18,55,26,0.3103448276,0.4727272727,0,-8
Wabash2022,Oberlin2022,80,78,53,31,64,32,0.5849056604,0.5,1,2
Wabash2022,Denison2022,74,66,54,21,56,27,0.3888888889,0.4821428571,1,8
Wittenberg2022,John Carroll2022,72,94,56,25,58,33,0.4464285714,0.5689655172,0,-22
Wittenberg2022,Buffalo St.2022,75,68,61,28,56,22,0.4590163934,0.3928571429,1,7
Wittenberg2022,Mt. St. Joseph2022,67,61,55,25,50,20,0.4545454545,0.4,1,6
Wittenberg2022,Wilmington (OH)2022,81,61,62,28,58,23,0.4516129032,0.3965517241,1,20
Wittenberg2022,Hiram2022,70,80,66,21,57,26,0.3181818182,0.4561403509,0,-10
Wittenberg2022,DePauw2022,60,50,56,24,53,17,0.4285714286,0.320754717,1,10
Wittenberg2022,Ohio Wesleyan2022,42,52,48,15,55,21,0.3125,0.3818181818,0,-10
Hiram2022,Geneva2022,108,113,77,44,76,44,0.5714285714,0.5789473684,0,-5
Hiram2022,Baldwin Wallace2022,77,85,67,28,63,31,0.4179104478,0.4920634921,0,-8
Hiram2022,Pitt.-Greensburg2022,94,87,63,34,64,34,0.5396825397,0.53125,1,7
Hiram2022,Pitt.-Bradford2022,82,81,63,29,66,33,0.4603174603,0.5,1,1
Hiram2022,Bluffton2022,98,68,61,35,62,27,0.5737704918,0.435483871,1,30
Hiram2022,Calvin2022,61,91,66,24,68,34,0.3636363636,0.5,0,-30
Hiram2022,Wooster2022,73,87,57,29,69,34,0.5087719298,0.4927536232,0,-14
Hiram2022,Wittenberg2022,80,70,57,26,66,21,0.4561403509,0.3181818182,1,10
Hiram2022,Kenyon2022,82,77,50,27,56,27,0.54,0.4821428571,1,5
Hiram2022,Oberlin2022,101,98,63,34,80,38,0.5396825397,0.475,1,3
Bard2021,NVU-Lyndon2021,93,85,83,36,73,31,0.4337349398,0.4246575342,1,8
Bard2021,NVU-Johnson2021,78,64,75,26,64,25,0.3466666667,0.390625,1,14
Bard2021,Mt. St. Mary (NY)2021,90,80,73,30,72,28,0.4109589041,0.3888888889,1,10
Bard2021,SUNY New Paltz2021,63,73,64,24,63,26,0.375,0.4126984127,0,-10
Bard2021,RIT2021,85,87,75,27,67,32,0.36,0.4776119403,0,-2
Bard2021,Ithaca2021,73,88,69,26,72,34,0.3768115942,0.4722222222,0,-15
Bard2021,Rensselaer2021,45,75,55,16,57,28,0.2909090909,0.4912280702,0,-30
Bard2021,Pratt2021,74,76,75,29,58,33,0.3866666667,0.5689655172,0,-2
Bard2021,St. Lawrence2021,61,68,71,24,49,21,0.338028169,0.4285714286,0,-7
Bard2021,SUNY Delhi2021,86,87,58,31,87,35,0.5344827586,0.4022988506,0,-1
Bard2021,Union (NY)2021,99,95,79,39,82,33,0.4936708861,0.4024390244,1,4
Bard2021,Vassar2021,52,53,69,19,44,18,0.2753623188,0.4090909091,0,-1
Bard2021,Skidmore2021,63,75,62,22,68,29,0.3548387097,0.4264705882,0,-12
Bard2021,Clarkson2021,59,86,70,23,62,33,0.3285714286,0.5322580645,0,-27
Bard2021,St. Lawrence2021,74,71,59,28,46,22,0.4745762712,0.4782608696,1,3
Bard2021,Clarkson2021,81,72,65,28,66,26,0.4307692308,0.3939393939,1,9
Bard2021,Vassar2021,69,90,73,24,67,36,0.3287671233,0.5373134328,0,-21
Bard2021,Union (NY)2021,63,91,67,23,64,31,0.3432835821,0.484375,0,-28
Bard2021,Rensselaer2021,45,68,57,19,56,24,0.3333333333,0.4285714286,0,-23
Bard2021,Skidmore2021,72,59,74,29,73,23,0.3918918919,0.3150684932,1,13
Bard2021,Hobart2021,67,73,68,29,54,28,0.4264705882,0.5185185185,0,-6
Bard2021,Hobart2021,77,97,66,27,65,37,0.4090909091,0.5692307692,0,-20
Bard2021,Ithaca2021,72,93,68,27,73,36,0.3970588235,0.4931506849,0,-21
Bard2021,RIT2021,92,95,70,33,68,33,0.4714285714,0.4852941176,0,-3
Macalester2021,Luther2021,80,59,56,33,57,22,0.5892857143,0.3859649123,1,21
Macalester2021,Martin Luther2021,73,58,63,26,59,22,0.4126984127,0.3728813559,1,15
Macalester2021,Minn.-Morris2021,89,77,62,31,53,27,0.5,0.5094339623,1,12
Macalester2021,North Central (MN)2021,70,88,60,28,64,34,0.4666666667,0.53125,0,-18
Macalester2021,Crown (MN)2021,65,68,62,25,65,24,0.4032258065,0.3692307692,0,-3
Macalester2021,Saint Marys (MN)2021,61,63,70,24,53,23,0.3428571429,0.4339622642,0,-2
Macalester2021,St. Olaf2021,49,66,57,19,58,26,0.3333333333,0.4482758621,0,-17
Macalester2021,Gust. Adolphus2021,67,84,61,25,62,30,0.4098360656,0.4838709677,0,-17
Macalester2021,St. Scholastica2021,57,50,61,23,46,18,0.3770491803,0.3913043478,1,7
Macalester2021,Saint Johns (MN)2021,62,85,50,22,50,30,0.44,0.6,0,-23
Macalester2021,Carleton2021,61,70,56,25,56,26,0.4464285714,0.4642857143,0,-9
Macalester2021,Augsburg2021,55,92,63,20,64,34,0.3174603175,0.53125,0,-37
Macalester2021,Hamline2021,62,71,53,22,44,21,0.4150943396,0.4772727273,0,-9
Macalester2021,Bethel (MN)2021,72,63,58,24,60,24,0.4137931034,0.4,1,9
Macalester2021,St. Olaf2021,58,56,56,20,64,21,0.3571428571,0.328125,1,2
Macalester2021,Saint Marys (MN)2021,76,72,53,24,61,28,0.4528301887,0.4590163934,1,4
Macalester2021,Concordia-Mhead2021,67,65,65,27,56,24,0.4153846154,0.4285714286,1,2
Macalester2021,Gust. Adolphus2021,79,72,60,28,58,26,0.4666666667,0.4482758621,1,7
Macalester2021,Carleton2021,60,67,65,21,55,21,0.3230769231,0.3818181818,0,-7
Macalester2021,Saint Johns (MN)2021,45,59,54,18,59,23,0.3333333333,0.3898305085,0,-14
Macalester2021,St. Scholastica2021,72,63,48,23,59,23,0.4791666667,0.3898305085,1,9
Macalester2021,Bethel (MN)2021,59,60,50,22,55,24,0.44,0.4363636364,0,-1
Macalester2021,Augsburg2021,65,63,63,26,65,23,0.4126984127,0.3538461538,1,2
Macalester2021,Hamline2021,76,62,56,27,56,22,0.4821428571,0.3928571429,1,14
Macalester2021,St. Scholastica2021,79,66,57,27,66,24,0.4736842105,0.3636363636,1,13
Macalester2021,Carleton2021,70,56,56,24,56,19,0.4285714286,0.3392857143,1,14
Macalester2021,Augsburg2021,76,74,54,27,65,30,0.5,0.4615384615,1,2
Macalester2021,Saint Johns (MN)2021,71,75,53,28,51,27,0.5283018868,0.5294117647,0,-4
Bowdoin2021,Thomas (ME)2021,89,68,72,32,59,20,0.4444444444,0.3389830508,1,21
Bowdoin2021,Southern Me.2021,79,70,69,28,50,25,0.4057971014,0.5,1,9
Bowdoin2021,Wheaton (MA)2021,78,89,62,26,57,33,0.4193548387,0.5789473684,0,-11
Bowdoin2021,Me.-Presque Isle2021,76,57,77,30,66,25,0.3896103896,0.3787878788,1,19
Bowdoin2021,U New England2021,77,50,62,28,64,20,0.4516129032,0.3125,1,27
Bowdoin2021,Babson2021,54,78,59,21,68,33,0.3559322034,0.4852941176,0,-24
Bowdoin2021,Maine Maritime2021,83,82,68,27,56,30,0.3970588235,0.5357142857,1,1
Bowdoin2021,Colby2021,74,61,67,27,60,21,0.4029850746,0.35,1,13
Bowdoin2021,Husson2021,71,70,61,27,72,30,0.4426229508,0.4166666667,1,1
Bowdoin2021,Bates2021,74,80,65,29,56,32,0.4461538462,0.5714285714,0,-6
Bowdoin2021,Bridgewater St.2021,76,63,75,31,68,25,0.4133333333,0.3676470588,1,13
Bowdoin2021,Eastern Conn. St.2021,64,86,68,25,64,34,0.3676470588,0.53125,0,-22
Bowdoin2021,St. Josephs (ME)2021,81,70,63,31,74,27,0.4920634921,0.3648648649,1,11
Bowdoin2021,Williams2021,53,82,60,19,51,31,0.3166666667,0.6078431373,0,-29
Bowdoin2021,Middlebury2021,64,78,68,24,61,30,0.3529411765,0.4918032787,0,-14
Bowdoin2021,Trinity (CT)2021,52,79,56,16,66,29,0.2857142857,0.4393939394,0,-27
Bowdoin2021,Connecticut Col.2021,76,72,44,25,61,30,0.5681818182,0.4918032787,1,4
Bowdoin2021,Colby2021,65,78,56,23,55,27,0.4107142857,0.4909090909,0,-13
Bowdoin2021,Tufts2021,53,74,60,18,60,26,0.3,0.4333333333,0,-21
Bowdoin2021,Bates2021,77,83,67,28,67,26,0.4179104478,0.3880597015,0,-6
Bowdoin2021,Hamilton2021,59,58,49,18,53,20,0.3673469388,0.3773584906,1,1
Bowdoin2021,Amherst2021,56,68,67,22,57,23,0.328358209,0.4035087719,0,-12
Bowdoin2021,Me.-Farmington2021,75,84,80,28,63,29,0.35,0.4603174603,0,-9
Bowdoin2021,Wesleyan (CT)2021,65,01,59,27,64,40,0.4576271186,0.625,1,64
Bowdoin2021,Connecticut Col.2021,56,53,50,20,48,20,0.4,0.4166666667,1,3
Bowdoin2021,Middlebury2021,72,91,70,27,59,34,0.3857142857,0.5762711864,0,-19
SUNY Canton2021,Hilbert2021,66,72,50,21,74,28,0.42,0.3783783784,0,-6
SUNY Canton2021,Keuka2021,89,81,58,31,103,27,0.5344827586,0.2621359223,1,8
SUNY Canton2021,Middlebury2021,60,79,70,23,71,35,0.3285714286,0.4929577465,0,-19
SUNY Canton2021,SUNY Poly2021,52,68,55,19,57,31,0.3454545455,0.5438596491,0,-16
SUNY Canton2021,Cazenovia2021,83,72,64,28,70,25,0.4375,0.3571428571,1,11
SUNY Canton2021,SUNY Potsdam2021,53,63,62,21,63,21,0.3387096774,0.3333333333,0,-10
SUNY Canton2021,Cobleskill St.2021,65,63,57,23,65,22,0.4035087719,0.3384615385,1,2
SUNY Canton2021,SUNY Delhi2021,54,69,52,18,76,28,0.3461538462,0.3684210526,0,-15
SUNY Canton2021,SUNY Maritime2021,65,69,56,23,65,19,0.4107142857,0.2923076923,0,-4
SUNY Canton2021,Hunter2021,126,114,82,44,116,34,0.5365853659,0.2931034483,1,12
SUNY Canton2021,Clarkson2021,61,84,65,22,78,36,0.3384615385,0.4615384615,0,-23
SUNY Canton2021,Cazenovia2021,76,78,75,28,75,30,0.3733333333,0.4,0,-2
SUNY Canton2021,Maine Maritime2021,67,58,63,24,71,26,0.380952381,0.3661971831,1,9
SUNY Canton2021,Thomas (ME)2021,71,69,53,27,77,28,0.5094339623,0.3636363636,1,2
SUNY Canton2021,St. Lawrence2021,53,76,50,18,57,30,0.36,0.5263157895,0,-23
SUNY Canton2021,Cazenovia2021,80,75,66,27,72,31,0.4090909091,0.4305555556,1,5
SUNY Canton2021,SUNY Poly2021,71,79,69,26,63,27,0.3768115942,0.4285714286,0,-8
SUNY Canton2021,NVU-Johnson2021,82,79,72,27,89,27,0.375,0.3033707865,1,3
SUNY Canton2021,NVU-Johnson2021,83,77,62,31,74,32,0.5,0.4324324324,1,6
SUNY Canton2021,NVU-Lyndon2021,89,66,63,35,68,23,0.5555555556,0.3382352941,1,23
SUNY Canton2021,SUNY Delhi2021,76,85,71,27,73,32,0.3802816901,0.4383561644,0,-9
SUNY Canton2021,Cobleskill St.2021,95,71,73,34,70,29,0.4657534247,0.4142857143,1,24
SUNY Canton2021,Cobleskill St.2021,87,68,70,33,73,25,0.4714285714,0.3424657534,1,19
SUNY Canton2021,SUNY Poly2021,64,71,64,22,59,30,0.34375,0.5084745763,0,-7
